nome_wiki,inicio_txt,fim_txt,eleito_txt,partido_wiki,observacao_original,inicio,fim,uf,cargo,legislatura,condicao,url_pagina,revisao
"Ruy Trindade","2 de abril de 1994","2 de maio de 1994",NA,"Nenhum","Presidente do Tribunal de Justiça da Bahia no cargo de governador interino em função da dupla vacância no executivo.","1994-04-02","1994-05-02","BA","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Bahia","72820186"
"Antônio Imbassahy","2 de maio de 1994","31 de dezembro de 1994",NA,"","Governador eleito indiretamente pela Assembleia Legislativa da Bahia após renúncia da chapa eleita em 1990.","1994-05-02","1994-12-31","BA","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Bahia","72820186"
"Paulo Souto","1.º de janeiro de 1995","4 de abril de 1998",NA,"","Governador eleito em sufrágio universal, renunciou ao mandato para concorrer ao cargo de Senador nas Eleições estaduais na Bahia em 1998.","1995-01-01","1998-04-04","BA","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Bahia","72820186"
"César Borges","4 de abril de 1998","31 de dezembro de 1998",NA,"","Vice-governador eleito no cargo de governador, assumiu o mandato após a renúncia do titular Paulo Souto.","1998-04-04","1998-12-31","BA","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Bahia","72820186"
"César Borges","1.º de janeiro de 1999","5 de abril de 2002",NA,"","Governador eleito em sufrágio universal, renunciou ao mandato para concorrer ao cargo de Senador nas Eleições estaduais da Bahia em 2002.","1999-01-01","2002-04-05","BA","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Bahia","72820186"
"Otto Alencar","5 de abril de 2002","31 de dezembro de 2002",NA,"","Vice-governador eleito no cargo de governador, assumiu o mandato após a renúncia do titular César Borges.","2002-04-05","2002-12-31","BA","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Bahia","72820186"
"Paulo Souto","1.º de janeiro de 2003","31 de dezembro de 2006",NA,"","Governador e vice eleitos em sufrágio universal.","2003-01-01","2006-12-31","BA","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Bahia","72820186"
"Jaques Wagner","1.º de janeiro de 2007","31 de dezembro de 2010",NA,"","Governador e vice eleitos em sufrágio universal.","2007-01-01","2010-12-31","BA","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Bahia","72820186"
"Jaques Wagner","1.º de janeiro de 2011","31 de dezembro de 2014",NA,"","Governador reeleito e vice eleito em sufrágio universal.","2011-01-01","2014-12-31","BA","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Bahia","72820186"
"Rui Costa","1.º de janeiro de 2015","31 de dezembro de 2018",NA,"","Governador e vice eleitos em sufrágio universal.","2015-01-01","2018-12-31","BA","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Bahia","72820186"
"Rui Costa","1.º de janeiro de 2019","31 de dezembro de 2022",NA,"","Governador e vice reeleitos em sufrágio universal.","2019-01-01","2022-12-31","BA","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Bahia","72820186"
"Jerônimo Rodrigues","1.º de janeiro de 2023","Em exercício",NA,"","Governador e vice eleitos em sufrágio universal.","2023-01-01",NA,"BA","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Bahia","72820186"
"Cícero Lucena","2 de abril de 1994","1º de janeiro de 1995",NA,"Partido do Movimento Democrático Brasileiro PMDB","Vice-Governador, assumiu a vaga após a renúncia do titular","1994-04-02","1995-01-01","PB","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Paraíba","72867924"
"Antônio Mariz","1º de janeiro de 1995","16 de setembro de 1995",NA,"Partido do Movimento Democrático Brasileiro PMDB","Governador eleito falecido durante o mandato","1995-01-01","1995-09-16","PB","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Paraíba","72867924"
"José Maranhão","16 de setembro de 1995","1º de janeiro de 1999",NA,"Partido do Movimento Democrático Brasileiro PMDB","Vice-Governador, assumiu a vaga após a morte do titular","1995-09-16","1999-01-01","PB","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Paraíba","72867924"
"José Maranhão","1º de janeiro de 1999","6 de abril de 2002",NA,"Partido do Movimento Democrático Brasileiro PMDB","Governador reeleito que renunciou o cargo","1999-01-01","2002-04-06","PB","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Paraíba","72867924"
"Roberto Paulino","6 de abril de 2002","1° de janeiro de 2003",NA,"Partido do Movimento Democrático Brasileiro PMDB","Vice-Governador, assumiu a vaga após a renúncia do titular","2002-04-06","2003-01-01","PB","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Paraíba","72867924"
"Cássio Cunha Lima","1º de janeiro de 2003","1º de janeiro de 2007",NA,"Partido da Social Democracia Brasileira PSDB","Governador eleito","2003-01-01","2007-01-01","PB","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Paraíba","72867924"
"Cássio Cunha Lima","1º de janeiro de 2007","17 de fevereiro de 2009",NA,"Partido da Social Democracia Brasileira PSDB","Governador reeleito cassado por decisão judicial","2007-01-01","2009-02-17","PB","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Paraíba","72867924"
"José Maranhão","18 de fevereiro de 2009","1° de janeiro de 2011",NA,"Partido do Movimento Democrático Brasileiro PMDB","Segundo colocado nas eleições, assumiu o cargo de governador","2009-02-18","2011-01-01","PB","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Paraíba","72867924"
"Ricardo Coutinho","1º de janeiro de 2011","1° de janeiro de 2015",NA,"Partido Socialista Brasileiro PSB","Governador eleito","2011-01-01","2015-01-01","PB","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Paraíba","72867924"
"Ricardo Coutinho","1º de janeiro de 2015","1° de janeiro de 2019",NA,"Partido Socialista Brasileiro PSB","Governador reeleito","2015-01-01","2019-01-01","PB","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Paraíba","72867924"
"João Azevêdo","1º de janeiro de 2019","1° de janeiro de 2023",NA,"Partido Socialista Brasileiro PSB","Governador eleito","2019-01-01","2023-01-01","PB","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Paraíba","72867924"
"João Azevêdo","1° de janeiro de 2023","2 de abril de 2026",NA,"Partido Socialista Brasileiro PSB","Governador reeleito que renunciou o cargo","2023-01-01","2026-04-02","PB","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Paraíba","72867924"
"Lucas Ribeiro","2 de abril de 2026","Atualidade",NA,"Progressistas PP","Vice-Governador, assumiu a vaga após a renúncia do titular","2026-04-02",NA,"PB","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_da_Paraíba","72867924"
"Divaldo Suruagy","1º de janeiro de 1995","17 de julho de 1997",NA,"Partido do Movimento Democrático Brasileiro PMDB","Governador eleito em sufrágio universal","1995-01-01","1997-07-17","AL","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Alagoas","72860717"
"Manoel Gomes de Barros","17 de julho de 1997","1º de janeiro de 1999",NA,"Partido Trabalhista Brasileiro PTB","Vice-governador eleito por voto direto,assumiu em decorrência da renúncia do titular","1997-07-17","1999-01-01","AL","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Alagoas","72860717"
"Ronaldo Lessa","1º de janeiro de 1999","1º de janeiro de 2003",NA,"Partido Socialista Brasileiro PSB","Governador eleito em sufrágio universal","1999-01-01","2003-01-01","AL","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Alagoas","72860717"
"Ronaldo Lessa","1º de janeiro de 2003","31 de março de 2006",NA,"Partido Socialista Brasileiro PSB","Governador reeleito em sufrágio universal","2003-01-01","2006-03-31","AL","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Alagoas","72860717"
"Luís Abílio","31 de março de 2006","1º de janeiro de 2007",NA,"Partido Democrático Trabalhista PDT","Vice-governador eleito por voto direto,assumiu em decorrência da renúncia do titular","2006-03-31","2007-01-01","AL","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Alagoas","72860717"
"Teotônio Vilela Filho","1º de janeiro de 2007","1º de janeiro de 2011",NA,"Partido da Social Democracia Brasileira PSDB","Governador eleito em sufrágio universal","2007-01-01","2011-01-01","AL","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Alagoas","72860717"
"Teotônio Vilela Filho","1º de janeiro de 2011","1º de janeiro de 2015",NA,"Partido da Social Democracia Brasileira PSDB","Governador reeleito em sufrágio universal","2011-01-01","2015-01-01","AL","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Alagoas","72860717"
"Renan Filho","1º de janeiro de 2015","1º de janeiro de 2019",NA,"Partido do Movimento Democrático Brasileiro PMDB","Governador eleito em sufrágio universal","2015-01-01","2019-01-01","AL","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Alagoas","72860717"
"Renan Filho","1º de janeiro de 2019","2 de abril de 2022",NA,"Partido do Movimento Democrático Brasileiro PMDB","Governador reeleito em sufrágio universal","2019-01-01","2022-04-02","AL","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Alagoas","72860717"
"Klever Loureiro","2 de abril de 2022","15 de maio de 2022",NA,"sem partido","Governador interino, assumiu por ser o Presidente do Tribunal de Justiça, em função da renuncia do titular e do vice, até a eleição indireta de um novo governador","2022-04-02","2022-05-15","AL","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Alagoas","72860717"
"Paulo Dantas","15 de maio de 2022[nota 1]","31 de dezembro de 2022",NA,"Movimento Democrático Brasileiro MDB","Governador eleito pela Assembleia Legislativa","2022-05-15","2022-12-31","AL","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Alagoas","72860717"
"Paulo Dantas","1º de janeiro de 2023","atualmente",NA,"Movimento Democrático Brasileiro MDB","Governador reeleito em sufrágio universal","2023-01-01",NA,"AL","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Alagoas","72860717"
"Agenor Rezende","2 de abril de 1994","1º de janeiro de 1995","1990",NA,"Presidente da Assembleia Legislativa, assumiu o cargo de Governador","1994-04-02","1995-01-01","GO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Goiás","72828236"
"Maguito Vilela","1º de janeiro de 1995","2 de abril de 1998","1994",NA,"Governador eleito em sufrágio universal","1995-01-01","1998-04-02","GO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Goiás","72828236"
"Naphtali Alves","2 de abril de 1998","24 de novembro de 1998","1994",NA,"Vice-governador eleito, assumiu o cargo de Governador","1998-04-02","1998-11-24","GO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Goiás","72828236"
"Helenês Cândido","24 de novembro de 1998","1º de janeiro de 1999","1994",NA,"Governador eleito pela Assembleia Legislativa, assumindocargo de Governador","1998-11-24","1999-01-01","GO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Goiás","72828236"
"Marconi Perillo","1º de janeiro de 1999","1º de janeiro de 2003","1998",NA,"Governador eleito em sufrágio universal","1999-01-01","2003-01-01","GO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Goiás","72828236"
"Marconi Perillo","1º de janeiro de 2003","31 de março de 2006","2002",NA,"Governador reeleito em sufrágio universal","2003-01-01","2006-03-31","GO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Goiás","72828236"
"Alcides Rodrigues","31 de março de 2006","1º de janeiro de 2007","2002",NA,"Vice-governador eleito, assumiu o cargo de Governador","2006-03-31","2007-01-01","GO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Goiás","72828236"
"Alcides Rodrigues","1º de janeiro de 2007","1º de janeiro de 2011","2006",NA,"Governador reeleito em sufrágio universal","2007-01-01","2011-01-01","GO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Goiás","72828236"
"Marconi Perillo","1º de janeiro de 2011","1º de janeiro de 2015","2010",NA,"Governador eleito em sufrágio universal","2011-01-01","2015-01-01","GO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Goiás","72828236"
"Marconi Perillo","1º de janeiro de 2015","7 de abril de 2018","2014",NA,"Governador reeleito em sufrágio universal","2015-01-01","2018-04-07","GO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Goiás","72828236"
"José Eliton Júnior","7 de abril de 2018","1º de janeiro de 2019","2014",NA,"Vice-governador eleito, assumiu o cargo de Governador","2018-04-07","2019-01-01","GO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Goiás","72828236"
"Ronaldo Caiado","1º de janeiro de 2019","1° de janeiro de 2023","2018",NA,"Governador eleito em sufrágio universal","2019-01-01","2023-01-01","GO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Goiás","72828236"
"Ronaldo Caiado","1° de janeiro de 2023","31 de março de 2026","2022",NA,"Governador reeleito em sufrágio universal","2023-01-01","2026-03-31","GO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Goiás","72828236"
"Ronaldo Caiado","1° de janeiro de 2023","31 de março de 2026","2022",NA,"Governador reeleito em sufrágio universal","2023-01-01","2026-03-31","GO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Goiás","72828236"
"Daniel Vilela","31 de março de 2026","presente","2022",NA,"Vice-governador eleito, assumiu o cargo de Governador","2026-03-31",NA,"GO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Goiás","72828236"
"Wilson Barbosa Martins","1º de janeiro de 1995","1º de janeiro de 1999 (4 anos)","1994","Partido doMovimento Democrático BrasileiroPMDB","","1995-01-01","1999-01-01","MS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso_do_Sul","72488812"
"José Orcírio Miranda dos Santos","1º de janeiro de 1999","1º de janeiro de 2007 (8 anos)","1998","Partido dosTrabalhadoresPT","","1999-01-01","2007-01-01","MS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso_do_Sul","72488812"
"José Orcírio Miranda dos Santos","1º de janeiro de 1999","1º de janeiro de 2007 (8 anos)","2002","Partido dosTrabalhadoresPT","","1999-01-01","2007-01-01","MS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso_do_Sul","72488812"
"André Puccinelli","1º de janeiro de 2007","1º de janeiro de 2015 (8 anos)","2006","Partido doMovimento Democrático BrasileiroPMDB","","2007-01-01","2015-01-01","MS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso_do_Sul","72488812"
"André Puccinelli","1º de janeiro de 2007","1º de janeiro de 2015 (8 anos)","2010","Partido doMovimento Democrático BrasileiroPMDB","","2007-01-01","2015-01-01","MS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso_do_Sul","72488812"
"Reinaldo Azambuja","1º de janeiro de 2015","1° de janeiro de 2023 (8 anos)","2014","Partido daSocial Democracia BrasileiraPSDB",".","2015-01-01","2023-01-01","MS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso_do_Sul","72488812"
"Reinaldo Azambuja","1º de janeiro de 2015","1° de janeiro de 2023 (8 anos)","2018","Partido daSocial Democracia BrasileiraPSDB",".","2015-01-01","2023-01-01","MS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso_do_Sul","72488812"
"Eduardo Riedel","1º de janeiro de 2023","atualidade (3 anos e 239 dias","2022","Partido daSocial Democracia BrasileiraPSDB","","2023-01-01",NA,"MS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso_do_Sul","72488812"
"Dante de Oliveira","1º de janeiro de 1995","1º de janeiro de 1999",NA,"Partido Democrático Trabalhista PDT","Governador eleito em sufrágio universal em 3 de outubro de 1994","1995-01-01","1999-01-01","MT","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso","72745937"
"Dante de Oliveira","1º de janeiro de 1999","6 de abril de 2002",NA,"Partido da Social Democracia Brasileira PSDB","Governador reeleito em sufrágio universal em 4 de outubro de 1998 e que renunciou ao mandato","1999-01-01","2002-04-06","MT","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso","72745937"
"Rogério Salles","6 de abril de 2002","1º de janeiro de 2003",NA,"Partido da Social Democracia Brasileira PSDB","Vice-governador eleito assumiu após a renúncia do titular","2002-04-06","2003-01-01","MT","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso","72745937"
"Blairo Maggi","1º de janeiro de 2003","1º de janeiro de 2007",NA,"Partido Popular Socialista PPS","Governador eleito em sufrágio universal em 6 de outubro de 2002","2003-01-01","2007-01-01","MT","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso","72745937"
"Blairo Maggi","1º de janeiro de 2007","31 de março de 2010",NA,"Partido Popular Socialista PPS","Governador reeleito em 1º de outubro de 2006 e que renunciou ao mandato","2007-01-01","2010-03-31","MT","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso","72745937"
"Silval Barbosa","31 de março de 2010","1º de janeiro de 2011",NA,"Partido do movimento Democrático Brasileiro PMDB","Vice-governador eleito assumiu após a renúncia do titular","2010-03-31","2011-01-01","MT","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso","72745937"
"Silval Barbosa","1º de janeiro de 2011","1º de janeiro de 2015",NA,"Partido do movimento Democrático Brasileiro PMDB","Governador reeleito em 3 de outubro de 2010","2011-01-01","2015-01-01","MT","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso","72745937"
"Pedro Taques","1º de janeiro de 2015","1º de janeiro de 2019",NA,"Partido Democrático Trabalhista PDT","Governador eleito em sufrágio universal em 5 de outubro de 2014","2015-01-01","2019-01-01","MT","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso","72745937"
"Pedro Taques","1º de janeiro de 2015","1º de janeiro de 2019",NA,"Partido da Social Democracia Brasileira PSDB","Governador eleito em sufrágio universal em 5 de outubro de 2014","2015-01-01","2019-01-01","MT","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso","72745937"
"Mauro Mendes","1º de janeiro de 2019","1° de janeiro de 2023",NA,"Democratas DEM","Governador eleito em sufrágio universal em 7 de outubro de 2018","2019-01-01","2023-01-01","MT","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso","72745937"
"Mauro Mendes","1° de janeiro de 2023","31 de março de 2026",NA,"União Brasil UNIÃO","Governador reeleito em sufrágio universal em 2 de outubro de 2022 e que renunciou ao mandato","2023-01-01","2026-03-31","MT","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso","72745937"
"Otaviano Pivetta","31 de março de 2026","Em exercício",NA,"Republicanos REPUBLICANOS","Vice-governador eleito assumiu após a renúncia do titular","2026-03-31",NA,"MT","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Mato_Grosso","72745937"
"Eduardo Azeredo","1 de janeiro de 1995","1 de janeiro de 1999",NA,"Partido da Social Democracia BrasileiraPSDB","Governador eleito em sufrágio universalem 15 de novembro de 1994 (2º turno)","1995-01-01","1999-01-01","MG","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Minas_Gerais","72891305"
"Itamar Franco","1 de janeiro de 1999","1 de janeiro de 2003",NA,"Partido do Movimento Democrático BrasileiroPMDB","Governador eleito em sufrágio universalem 25 de outubro de 1998 (2º turno)","1999-01-01","2003-01-01","MG","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Minas_Gerais","72891305"
"Aécio Neves","1 de janeiro de 2003","1 de janeiro de 2007",NA,"Partido da Social Democracia BrasileiraPSDB","Governador eleito e reeleito em sufrágio universalem 6 de outubro de 2002,que renuncia o mandato","2003-01-01","2007-01-01","MG","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Minas_Gerais","72891305"
"Aécio Neves","1 de janeiro de 2007","31 de março de 2010",NA,"Partido da Social Democracia BrasileiraPSDB","Governador eleito e reeleito em sufrágio universalem 6 de outubro de 2002,que renuncia o mandato","2007-01-01","2010-03-31","MG","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Minas_Gerais","72891305"
"Antônio Anastasia","31 de março de 2010","1 de janeiro de 2011",NA,"Partido da Social Democracia BrasileiraPSDB","Vice-governador eleito assumiuapós a renúncia do titular","2010-03-31","2011-01-01","MG","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Minas_Gerais","72891305"
"Antônio Anastasia","1 de janeiro de 2011","4 de abril de 2014",NA,"Partido da Social Democracia BrasileiraPSDB","Governador reeleito em sufrágio universalem 3 de outubro de 2010,que renuncia o mandato","2011-01-01","2014-04-04","MG","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Minas_Gerais","72891305"
"Alberto Pinto Coelho Jr","4 de abril de 2014","1 de janeiro de 2015",NA,"Partido ProgressistaPP","Vice-governador eleito assumiuapós a renúncia do titular","2014-04-04","2015-01-01","MG","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Minas_Gerais","72891305"
"Fernando Pimentel","1 de janeiro de 2015","1 de janeiro de 2019",NA,"Partido dos TrabalhadoresPT","Governador eleito em sufrágio universalem 5 de outubro de 2014","2015-01-01","2019-01-01","MG","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Minas_Gerais","72891305"
"Romeu Zema","1 de janeiro de 2019","1 de janeiro de 2023",NA,"Partido NovoNOVO","Governador eleito em sufrágio universalem 28 de outubro de 2018 (2º turno)","2019-01-01","2023-01-01","MG","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Minas_Gerais","72891305"
"Romeu Zema","1 de janeiro de 2023","22 de março de 2026",NA,"Partido NovoNOVO","Governador reeleito em sufrágio universalem 2 de outubro de 2022","2023-01-01","2026-03-22","MG","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Minas_Gerais","72891305"
"Mateus Simões","22 de março de 2026","Atualidade",NA,"Partido Social DemocráticoPSD","Vice-governador eleito, assumiu após a renúncia do titular","2026-03-22",NA,"MG","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Minas_Gerais","72891305"
"Miguel Arraes","1º de janeiro de 1995","1º de janeiro de 1999",NA,"Partido Socialista Brasileiro PSB","Governador eleito emsufrágio universal","1995-01-01","1999-01-01","PE","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Pernambuco","72820311"
"Jarbas Vasconcelos","1º de janeiro de 1999","1º de janeiro de 2003",NA,"Partido do Movimento Democrático Brasileiro PMDB","Governador eleito emsufrágio universal","1999-01-01","2003-01-01","PE","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Pernambuco","72820311"
"Jarbas Vasconcelos","1º de janeiro de 2003","31 de março de 2006",NA,"Partido do Movimento Democrático Brasileiro PMDB","Governador reeleito em sufrágio universal querenunciou o mandato","2003-01-01","2006-03-31","PE","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Pernambuco","72820311"
